date,index_code,index_name,open,high,low,close,volume
2018-04-23,sh000001,上证指数,3063.443,3085.057,3045.937,3068.012,13168634000
2018-04-24,sh000001,上证指数,3069.746,3136.04,3069.746,3128.927,16227480600
2018-04-25,sh000001,上证指数,3112.398,3122.908,3107.001,3117.974,12731105300
2018-04-26,sh000001,上证指数,3119.496,3121.933,3067.929,3075.03,13397273600
2018-04-27,sh000001,上证指数,3082.415,3088.035,3049.914,3082.232,13122564300
2018-05-02,sh000001,上证指数,3087.409,3097.604,3064.763,3081.177,13418456600
2018-05-03,sh000001,上证指数,3074.517,3105.66,3056.157,3100.859,13998562000
2018-05-04,sh000001,上证指数,3093.117,3104.093,3086.785,3091.033,11871126500
2018-05-07,sh000001,上证指数,3094.899,3136.836,3091.658,3136.645,13894818600
2018-05-08,sh000001,上证指数,3135.296,3169.701,3134.062,3161.498,14692706100
2018-05-09,sh000001,上证指数,3160.138,3165.373,3145.657,3159.15,12263726800
2018-05-10,sh000001,上证指数,3169.05,3176.138,3155.533,3174.413,13300075600
2018-05-11,sh000001,上证指数,3179.797,3180.756,3162.212,3163.263,13065974900
2018-05-14,sh000001,上证指数,3167.042,3183.816,3163.476,3174.032,12932735300
2018-05-15,sh000001,上证指数,3180.425,3192.807,3164.518,3192.118,12454905100
2018-05-16,sh000001,上证指数,3180.226,3191.948,3166.811,3169.565,13052496800
2018-05-17,sh000001,上证指数,3170.006,3172.766,3148.621,3154.283,11399556700
2018-05-18,sh000001,上证指数,3151.082,3193.453,3144.776,3193.303,13651691800
2018-05-21,sh000001,上证指数,3206.176,3219.74,3203.336,3213.84,16445941300
2018-05-22,sh000001,上证指数,3211.247,3214.589,3192.228,3214.35,14429268400
2018-05-23,sh000001,上证指数,3205.437,3205.437,3168.964,3168.964,15780764800
2018-05-24,sh000001,上证指数,3167.939,3173.531,3152.069,3154.651,12408580000
2018-05-25,sh000001,上证指数,3148.41,3156.726,3131.068,3141.303,12861084300
2018-05-28,sh000001,上证指数,3136.809,3149.665,3115.959,3135.082,12875591800
2018-05-29,sh000001,上证指数,3129.621,3143.208,3112.153,3120.461,13571780000
2018-05-30,sh000001,上证指数,3081.142,3085.397,3041.0,3041.443,15511512600
2018-05-31,sh000001,上证指数,3061.829,3098.076,3054.269,3095.474,14047553200
2018-06-01,sh000001,上证指数,3084.754,3102.088,3059.786,3075.137,12987219900
2018-06-04,sh000001,上证指数,3083.427,3098.402,3076.994,3091.191,11459390200
2018-06-05,sh000001,上证指数,3088.008,3114.769,3080.046,3114.206,11873559200
2018-06-06,sh000001,上证指数,3109.175,3117.525,3103.533,3115.18,12019613500
2018-06-07,sh000001,上证指数,3121.184,3128.715,3105.578,3109.499,12778497000
2018-06-08,sh000001,上证指数,3100.604,3100.685,3053.288,3067.148,13468822000
2018-06-11,sh000001,上证指数,3057.339,3063.61,3037.914,3052.783,10856378600
2018-06-12,sh000001,上证指数,3053.028,3081.447,3034.101,3079.802,11327509600
2018-06-13,sh000001,上证指数,3071.464,3071.464,3044.12,3049.797,11960788600
2018-06-14,sh000001,上证指数,3038.07,3066.047,3032.406,3044.16,11546948700
2018-06-15,sh000001,上证指数,3037.452,3048.797,3008.732,3021.901,14453257100
2018-06-19,sh000001,上证指数,2982.65,2984.971,2871.355,2907.822,23055006700
2018-06-20,sh000001,上证指数,2889.984,2925.561,2872.163,2915.731,14430142000
2018-06-21,sh000001,上证指数,2912.003,2940.586,2872.619,2875.81,15437833200
2018-06-22,sh000001,上证指数,2855.585,2891.969,2837.144,2889.76,12614312900
2018-06-25,sh000001,上证指数,2903.45,2908.624,2857.871,2859.336,12191768700
2018-06-26,sh000001,上证指数,2829.995,2850.24,2803.785,2844.508,12591846800
2018-06-27,sh000001,上证指数,2842.396,2854.258,2798.8,2813.178,12942083300
2018-06-28,sh000001,上证指数,2799.904,2825.987,2782.446,2786.897,11835790700
2018-06-29,sh000001,上证指数,2789.811,2848.372,2782.381,2847.418,12567168500
2018-07-02,sh000001,上证指数,2841.58,2845.68,2756.815,2775.557,13703503400
2018-07-03,sh000001,上证指数,2774.57,2786.888,2722.449,2786.888,14249846600
2018-07-04,sh000001,上证指数,2776.632,2793.179,2754.155,2759.126,12326218100
2018-07-05,sh000001,上证指数,2755.339,2777.523,2727.94,2733.882,12922611200
2018-07-06,sh000001,上证指数,2731.353,2768.874,2691.021,2747.229,13629438000
2018-07-09,sh000001,上证指数,2752.447,2815.79,2752.447,2815.11,12154930900
2018-07-10,sh000001,上证指数,2819.712,2828.493,2800.625,2827.625,11706274800
2018-07-11,sh000001,上证指数,2780.704,2794.36,2752.435,2777.771,12682114900
2018-07-12,sh000001,上证指数,2771.041,2844.193,2771.041,2837.659,14698020000
2018-07-13,sh000001,上证指数,2831.428,2835.463,2818.848,2831.184,11768934800
2018-07-16,sh000001,上证指数,2827.082,2837.509,2804.493,2814.042,10776715100
2018-07-17,sh000001,上证指数,2806.885,2806.919,2774.762,2798.126,10540922000
2018-07-18,sh000001,上证指数,2801.777,2818.395,2786.04,2787.257,12096116500
2018-07-19,sh000001,上证指数,2791.016,2805.011,2764.486,2772.545,11448649300
2018-07-20,sh000001,上证指数,2769.754,2837.862,2753.84,2829.271,14590768800
2018-07-23,sh000001,上证指数,2815.201,2863.571,2809.616,2859.542,17338279700
2018-07-24,sh000001,上证指数,2862.267,2911.465,2862.267,2905.562,22957830700
2018-07-25,sh000001,上证指数,2911.453,2912.313,2894.039,2903.647,16780020700
2018-07-26,sh000001,上证指数,2905.794,2915.297,2875.701,2882.225,16842820200
2018-07-27,sh000001,上证指数,2879.69,2889.694,2864.11,2873.594,14637161000
2018-07-30,sh000001,上证指数,2871.94,2896.011,2850.296,2869.05,15165224900
2018-07-31,sh000001,上证指数,2866.899,2884.68,2854.32,2876.401,11893111700
2018-08-01,sh000001,上证指数,2882.506,2897.4,2823.929,2824.534,14951434800
2018-08-02,sh000001,上证指数,2815.344,2815.344,2726.483,2768.024,17417900300
2018-08-03,sh000001,上证指数,2763.396,2777.657,2740.432,2740.443,12700636300
2018-08-06,sh000001,上证指数,2736.526,2760.474,2692.322,2705.157,12975305800
2018-08-07,sh000001,上证指数,2711.736,2779.374,2696.039,2779.374,14957974300
2018-08-08,sh000001,上证指数,2771.129,2779.912,2741.067,2744.07,14768871500
2018-08-09,sh000001,上证指数,2729.579,2801.659,2726.215,2794.382,15166033300
2018-08-10,sh000001,上证指数,2791.402,2806.115,2777.506,2795.31,12153223200
2018-08-13,sh000001,上证指数,2769.017,2789.798,2742.56,2785.872,12753224100
2018-08-14,sh000001,上证指数,2780.736,2789.444,2766.569,2780.965,10957107700
2018-08-15,sh000001,上证指数,2777.249,2777.703,2721.24,2723.258,11616178700
2018-08-16,sh000001,上证指数,2691.426,2732.949,2672.741,2705.192,12027787800
2018-08-17,sh000001,上证指数,2723.887,2730.333,2665.592,2668.966,11244529400
2018-08-20,sh000001,上证指数,2673.066,2698.466,2653.112,2698.466,11078416400
2018-08-21,sh000001,上证指数,2700.342,2739.173,2696.292,2733.826,11358683900
2018-08-22,sh000001,上证指数,2731.958,2731.958,2709.062,2714.608,9366464000
2018-08-23,sh000001,上证指数,2714.867,2736.01,2700.804,2724.624,9844647000
2018-08-24,sh000001,上证指数,2717.081,2748.824,2705.324,2729.431,10051626900
2018-08-27,sh000001,上证指数,2736.319,2780.899,2736.319,2780.899,13276257800
2018-08-28,sh000001,上证指数,2782.293,2791.39,2769.401,2777.981,11874936700
2018-08-29,sh000001,上证指数,2774.865,2778.539,2762.35,2769.295,10015692900
2018-08-30,sh000001,上证指数,2769.332,2780.527,2736.346,2737.737,10606094300
2018-08-31,sh000001,上证指数,2730.113,2744.631,2710.537,2725.25,10975874200
2018-09-03,sh000001,上证指数,2716.404,2722.852,2692.364,2720.734,10221301100
2018-09-04,sh000001,上证指数,2720.648,2756.607,2712.376,2750.58,10901030700
2018-09-05,sh000001,上证指数,2741.38,2745.467,2704.337,2704.337,10500226900
2018-09-06,sh000001,上证指数,2697.578,2719.406,2683.745,2691.593,9901783300
2018-09-07,sh000001,上证指数,2696.678,2728.546,2683.719,2702.301,10752329300
2018-09-10,sh000001,上证指数,2698.011,2703.429,2667.317,2669.485,10355917000
2018-09-11,sh000001,上证指数,2668.487,2680.573,2652.704,2664.8,9986594600
2018-09-12,sh000001,上证指数,2659.744,2672.074,2647.17,2656.11,9002675800
2018-09-13,sh000001,上证指数,2679.208,2689.062,2653.189,2686.578,10733501400
2018-09-14,sh000001,上证指数,2688.779,2694.92,2675.29,2681.643,10000500800
2018-09-17,sh000001,上证指数,2671.291,2671.291,2647.915,2651.789,8823888800
2018-09-18,sh000001,上证指数,2644.296,2700.193,2644.296,2699.95,11576799300
2018-09-19,sh000001,上证指数,2694.799,2746.08,2690.994,2730.85,14155031800
2018-09-20,sh000001,上证指数,2732.17,2743.965,2724.084,2729.244,11138746300
2018-09-21,sh000001,上证指数,2733.874,2797.485,2722.032,2797.485,15801664200
2018-09-25,sh000001,上证指数,2775.066,2790.032,2771.16,2781.139,11198317900
2018-09-26,sh000001,上证指数,2785.317,2827.341,2783.342,2806.813,13956770600
2018-09-27,sh000001,上证指数,2805.793,2810.506,2786.322,2791.775,12399769600
2018-09-28,sh000001,上证指数,2794.264,2821.755,2791.836,2821.35,13429045600
2018-10-08,sh000001,上证指数,2768.208,2771.938,2710.178,2716.51,14950138800
2018-10-09,sh000001,上证指数,2713.732,2734.314,2711.197,2721.013,11677189900
2018-10-10,sh000001,上证指数,2723.724,2743.548,2703.063,2725.837,11348573600
2018-10-11,sh000001,上证指数,2643.074,2661.286,2560.316,2583.458,19715070200
2018-10-12,sh000001,上证指数,2574.042,2615.917,2536.665,2606.913,17008163500
2018-10-15,sh000001,上证指数,2605.912,2611.969,2564.738,2568.098,11857619700
2018-10-16,sh000001,上证指数,2567.764,2597.715,2536.441,2546.33,11941914400
2018-10-17,sh000001,上证指数,2574.313,2582.549,2517.573,2561.614,12995399700
2018-10-18,sh000001,上证指数,2544.911,2544.911,2485.619,2486.419,12542851300
2018-10-19,sh000001,上证指数,2460.081,2553.387,2449.197,2550.465,14732355800
2018-10-22,sh000001,上证指数,2565.644,2675.406,2565.644,2654.876,21188844900
2018-10-23,sh000001,上证指数,2652.648,2659.812,2583.261,2594.826,17834354300
2018-10-24,sh000001,上证指数,2579.972,2640.402,2577.773,2603.295,16006040700
2018-10-25,sh000001,上证指数,2540.935,2606.101,2531.535,2603.8,16203297900
2018-10-26,sh000001,上证指数,2610.898,2626.116,2580.845,2598.847,15893611900
2018-10-29,sh000001,上证指数,2593.591,2595.537,2529.188,2542.103,13424192300
2018-10-30,sh000001,上证指数,2538.574,2586.919,2521.784,2568.048,16668230900
2018-10-31,sh000001,上证指数,2573.015,2612.922,2567.027,2602.783,18055034800
2018-11-01,sh000001,上证指数,2617.033,2636.799,2603.651,2606.237,20090393200
2018-11-02,sh000001,上证指数,2649.251,2676.476,2628.87,2676.476,22502692100
2018-11-05,sh000001,上证指数,2665.427,2673.188,2639.271,2665.431,19376010000
2018-11-06,sh000001,上证指数,2660.719,2660.863,2635.321,2659.356,16366947900
2018-11-07,sh000001,上证指数,2659.845,2675.677,2639.246,2641.342,17320198600
2018-11-08,sh000001,上证指数,2660.087,2662.369,2632.301,2635.632,15963548700
2018-11-09,sh000001,上证指数,2621.238,2621.238,2598.161,2598.872,15244630700
2018-11-12,sh000001,上证指数,2593.2,2631.17,2590.211,2630.52,17503130800
2018-11-13,sh000001,上证指数,2600.5,2666.485,2597.348,2654.88,24928244700
2018-11-14,sh000001,上证指数,2648.309,2658.307,2627.957,2632.243,23844935100
2018-11-15,sh000001,上证指数,2632.138,2668.17,2631.888,2668.17,20784872100
2018-11-16,sh000001,上证指数,2669.78,2695.569,2657.034,2679.11,24219884900
2018-11-19,sh000001,上证指数,2681.899,2703.512,2674.178,2703.512,23166282700
2018-11-20,sh000001,上证指数,2684.287,2690.83,2643.359,2645.855,21589130900
2018-11-21,sh000001,上证指数,2619.821,2653.796,2617.776,2651.505,18259644700
2018-11-22,sh000001,上证指数,2655.896,2658.001,2634.483,2645.434,14930906300
2018-11-23,sh000001,上证指数,2640.667,2642.036,2577.351,2579.483,19147454900
2018-11-26,sh000001,上证指数,2580.842,2594.997,2568.035,2575.81,13431454000
2018-11-27,sh000001,上证指数,2585.826,2592.535,2566.166,2574.679,12365843600
2018-11-28,sh000001,上证指数,2575.454,2601.963,2561.562,2601.737,14596347300
2018-11-29,sh000001,上证指数,2613.781,2617.548,2567.443,2567.443,15716873800
2018-11-30,sh000001,上证指数,2564.564,2590.21,2555.322,2588.188,13932902100
2018-12-03,sh000001,上证指数,2647.132,2665.298,2629.184,2654.798,20747895500
2018-12-04,sh000001,上证指数,2651.561,2666.078,2644.896,2665.958,16794055800
2018-12-05,sh000001,上证指数,2629.833,2660.389,2625.913,2649.805,15450205600
2018-12-06,sh000001,上证指数,2629.82,2633.678,2603.132,2605.181,14166165000
2018-12-07,sh000001,上证指数,2609.341,2614.582,2599.278,2605.888,10907499300
2018-12-10,sh000001,上证指数,2589.194,2599.762,2576.242,2584.582,11319966900
2018-12-11,sh000001,上证指数,2587.015,2596.146,2583.196,2594.088,10130436400
2018-12-12,sh000001,上证指数,2608.114,2610.009,2595.075,2602.153,10351830100
2018-12-13,sh000001,上证指数,2607.144,2645.837,2599.459,2634.049,15073811500
2018-12-14,sh000001,上证指数,2627.283,2629.164,2593.741,2593.741,14594248800
2018-12-17,sh000001,上证指数,2587.263,2598.967,2573.867,2597.974,11736325000
2018-12-18,sh000001,上证指数,2583.634,2599.148,2563.573,2576.65,11703337000
2018-12-19,sh000001,上证指数,2578.675,2579.874,2547.078,2549.563,10766179700
2018-12-20,sh000001,上证指数,2544.505,2554.859,2516.019,2536.268,12056649600
2018-12-21,sh000001,上证指数,2526.554,2527.421,2498.694,2516.251,11567120000
2018-12-24,sh000001,上证指数,2506.737,2529.44,2500.443,2527.007,9733985200
2018-12-25,sh000001,上证指数,2503.95,2513.964,2462.845,2504.819,14067056000
2018-12-26,sh000001,上证指数,2501.12,2513.826,2492.076,2498.294,10879962900
2018-12-27,sh000001,上证指数,2527.717,2532.002,2483.086,2483.086,13540684300
2018-12-28,sh000001,上证指数,2483.617,2505.114,2478.325,2493.896,11924525000
2019-01-02,sh000001,上证指数,2497.881,2500.278,2456.423,2465.291,10993201300
2019-01-03,sh000001,上证指数,2461.783,2488.479,2455.926,2464.363,12439749700
2019-01-04,sh000001,上证指数,2446.019,2515.316,2440.907,2514.868,16887766700
2019-01-07,sh000001,上证指数,2528.699,2536.978,2515.508,2533.089,17730501000
2019-01-08,sh000001,上证指数,2530.3,2531.345,2520.165,2526.462,15809918100
2019-01-09,sh000001,上证指数,2536.417,2574.408,2536.157,2544.345,19188793000
2019-01-10,sh000001,上证指数,2543.853,2551.826,2531.664,2535.099,15987432600
2019-01-11,sh000001,上证指数,2539.549,2554.787,2533.359,2553.831,14944410000
2019-01-14,sh000001,上证指数,2553.328,2556.294,2533.01,2535.765,14482546400
2019-01-15,sh000001,上证指数,2537.37,2571.502,2532.433,2570.345,16026553000
2019-01-16,sh000001,上证指数,2569.07,2574.236,2563.006,2570.422,14930153900
2019-01-17,sh000001,上证指数,2573.576,2582.556,2557.711,2559.637,16246813400
2019-01-18,sh000001,上证指数,2567.739,2598.884,2565.904,2596.006,19076723700
2019-01-21,sh000001,上证指数,2599.058,2618.98,2599.058,2610.509,16342511500
2019-01-22,sh000001,上证指数,2609.642,2609.642,2573.062,2579.704,15253777300
2019-01-23,sh000001,上证指数,2575.258,2589.513,2572.405,2581.004,13142679800
2019-01-24,sh000001,上证指数,2584.648,2597.289,2569.7,2591.694,15404204600
2019-01-25,sh000001,上证指数,2596.262,2617.002,2595.629,2601.723,15939402600
2019-01-28,sh000001,上证指数,2615.712,2630.318,2591.1,2596.977,14698176500
2019-01-29,sh000001,上证指数,2592.355,2601.736,2559.982,2594.254,15558111200
2019-01-30,sh000001,上证指数,2584.746,2598.815,2575.409,2575.576,12050257100
2019-01-31,sh000001,上证指数,2581.332,2606.628,2571.579,2584.572,15430386900
2019-02-01,sh000001,上证指数,2597.778,2618.477,2590.554,2618.232,13198685000
2019-02-11,sh000001,上证指数,2613.174,2654.096,2613.174,2653.896,15489885800
2019-02-12,sh000001,上证指数,2654.035,2674.478,2648.83,2671.894,18410117900
2019-02-13,sh000001,上证指数,2674.52,2727.075,2666.522,2721.068,24379401000
2019-02-14,sh000001,上证指数,2715.536,2729.455,2707.487,2719.7,19703734900
2019-02-15,sh000001,上证指数,2712.786,2715.632,2679.785,2682.385,19600426500
2019-02-18,sh000001,上证指数,2699.817,2754.357,2699.817,2754.357,26043600700
2019-02-19,sh000001,上证指数,2759.496,2780.784,2737.586,2755.646,28804627100
2019-02-20,sh000001,上证指数,2761.059,2767.411,2739.978,2761.219,24597252700
2019-02-21,sh000001,上证指数,2759.938,2794.013,2744.976,2751.801,29864996900
2019-02-22,sh000001,上证指数,2749.462,2804.226,2736.332,2804.226,30148141100
2019-02-25,sh000001,上证指数,2838.39,2961.795,2838.39,2961.283,52865859000
2019-02-26,sh000001,上证指数,2969.098,2995.676,2938.623,2941.516,56555796700
2019-02-27,sh000001,上证指数,2939.929,2997.488,2924.643,2953.824,47497645300
2019-02-28,sh000001,上证指数,2950.055,2965.304,2930.195,2940.954,35020660200
2019-03-01,sh000001,上证指数,2954.402,2994.005,2930.835,2994.005,34578620000
2019-03-04,sh000001,上证指数,3015.943,3090.796,3006.942,3027.576,52564943600
2019-03-05,sh000001,上证指数,3019.88,3054.962,3009.448,3054.247,42414252900
2019-03-06,sh000001,上证指数,3060.433,3103.825,3050.111,3102.099,55500636500
2019-03-07,sh000001,上证指数,3103.668,3129.94,3074.978,3106.418,58381706500
2019-03-08,sh000001,上证指数,3038.336,3075.046,2969.582,2969.861,57785547300
2019-03-11,sh000001,上证指数,2969.08,3028.254,2963.583,3026.993,42621302900
2019-03-12,sh000001,上证指数,3049.084,3093.391,3029.9,3060.307,51117315800
2019-03-13,sh000001,上证指数,3062.327,3065.288,3013.932,3026.951,45321462500
2019-03-14,sh000001,上证指数,3013.597,3041.156,2968.824,2990.685,37314179800
2019-03-15,sh000001,上证指数,3000.879,3048.121,2999.432,3021.751,34120613900
2019-03-18,sh000001,上证指数,3027.801,3096.418,3009.507,3096.418,39779717900
2019-03-19,sh000001,上证指数,3099.897,3113.433,3076.363,3090.975,35090886000
2019-03-20,sh000001,上证指数,3084.17,3102.52,3053.452,3090.64,35855750500
2019-03-21,sh000001,上证指数,3094.125,3125.019,3086.85,3101.455,41425118200
2019-03-22,sh000001,上证指数,3100.726,3107.275,3064.884,3104.149,36484834600
2019-03-25,sh000001,上证指数,3058.802,3086.996,3041.95,3043.031,38027876200
2019-03-26,sh000001,上证指数,3057.559,3062.69,2988.491,2997.095,35349802100
2019-03-27,sh000001,上证指数,3012.257,3022.762,2987.772,3022.72,29139035700
2019-03-28,sh000001,上证指数,3009.799,3025.779,2991.779,2994.943,28810642500
2019-03-29,sh000001,上证指数,3000.678,3093.033,2999.987,3090.758,37508299100
2019-04-01,sh000001,上证指数,3111.662,3176.622,3111.662,3170.361,46612469300
2019-04-02,sh000001,上证指数,3183.274,3193.272,3164.907,3176.823,44706898100
2019-04-03,sh000001,上证指数,3159.147,3219.256,3152.332,3216.295,43054863500
2019-04-04,sh000001,上证指数,3233.689,3254.14,3216.855,3246.571,46911766900
2019-04-08,sh000001,上证指数,3271.272,3288.453,3210.515,3244.81,50451840300
2019-04-09,sh000001,上证指数,3240.394,3251.646,3215.705,3239.664,36416999700
2019-04-10,sh000001,上证指数,3224.645,3264.778,3204.879,3241.93,38013440800
2019-04-11,sh000001,上证指数,3241.547,3254.126,3185.546,3189.962,35303187900
2019-04-12,sh000001,上证指数,3184.86,3199.278,3168.042,3188.626,28978899600
2019-04-15,sh000001,上证指数,3233.458,3253.976,3177.27,3177.787,34880978500
2019-04-16,sh000001,上证指数,3164.397,3253.598,3153.206,3253.598,35791875200
2019-04-17,sh000001,上证指数,3250.152,3275.334,3239.805,3263.118,35754179600
2019-04-18,sh000001,上证指数,3261.074,3271.388,3241.826,3250.201,32553994200
2019-04-19,sh000001,上证指数,3250.145,3274.335,3226.812,3270.797,31519800400
2019-04-22,sh000001,上证指数,3278.491,3279.489,3206.878,3215.043,35321738700
2019-04-23,sh000001,上证指数,3211.872,3231.582,3186.757,3198.594,32836120700
2019-04-24,sh000001,上证指数,3203.559,3210.651,3156.607,3201.614,27487216400
2019-04-25,sh000001,上证指数,3190.585,3193.749,3123.026,3123.826,32587912900
2019-04-26,sh000001,上证指数,3108.164,3129.213,3085.805,3086.399,28087385400
2019-04-29,sh000001,上证指数,3090.633,3107.761,3050.026,3062.499,29211488600
2019-04-30,sh000001,上证指数,3052.622,3088.407,3052.622,3078.339,22230251700
2019-05-06,sh000001,上证指数,2984.727,2986.54,2876.469,2906.464,32697226900
2019-05-07,sh000001,上证指数,2914.291,2937.283,2889.073,2926.391,25328176900
2019-05-08,sh000001,上证指数,2873.143,2929.431,2866.704,2893.757,23153051900
2019-05-09,sh000001,上证指数,2871.197,2888.86,2845.037,2850.954,20004113300
2019-05-10,sh000001,上证指数,2878.234,2941.454,2838.385,2939.211,28230680800
2019-05-13,sh000001,上证指数,2905.067,2921.41,2892.175,2903.713,21202988200
2019-05-14,sh000001,上证指数,2872.834,2909.204,2872.834,2883.611,20834535300
2019-05-15,sh000001,上证指数,2902.642,2945.395,2902.642,2938.678,23051970100
2019-05-16,sh000001,上证指数,2933.495,2956.171,2929.065,2955.711,24838570100
2019-05-17,sh000001,上证指数,2955.767,2956.783,2873.8,2882.296,26630164300
